,ID1,Topic1,ID2,Topic2,Count
12660,149151,softphone,138617,303,8.0
12661,149151,softphone,140374,goldberg,8.0
12662,149151,softphone,140446,nov 22,24.0
12663,149151,softphone,140447,november 22,151.0
12664,149151,softphone,141183,ios,16.0
12665,149151,softphone,142941,voip,16.0
12666,149151,softphone,149151,softphone,16.0
12667,149151,softphone,149652,caller id,7.0
12668,149151,softphone,156226,2017,8.0
12669,149151,softphone,156235,cto,8.0
12670,149151,softphone,156296,incontact,85.0
12671,149151,softphone,156345,justin mcdonald,143.0
12672,149151,softphone,156351,rowell,35.0
12673,149151,softphone,156352,paulus,162.0
12674,149151,softphone,156439,dialer,154.0
12675,149151,softphone,156462,954,8.0
12676,149151,softphone,156463,867,8.0
12677,149151,softphone,156464,6800,8.0
12678,149151,softphone,156465,sabath,103.0
12679,149151,softphone,156466,andrew goldberg,14.0
12680,149151,softphone,156467,jason edwards,8.0
12681,149151,softphone,156468,kicked out,8.0
12683,149151,softphone,158334,Bryan Starbuck,8.0
12684,149151,softphone,158792,starbuck,51.0
12690,149320,backup,136354,unsubscribe,6.0
12696,149320,backup,141774,2nd half,12.0
12698,149320,backup,142874,crm,6.0
12703,149320,backup,145452,eng,19.0
12705,149320,backup,149320,backup,11.0
12708,149320,backup,156226,2017,13.0
12713,149320,backup,156266,1st,8.0
12714,149320,backup,156296,incontact,29.0
12722,149320,backup,156475,mcdonald,6.0
12725,149320,backup,156830,dec,20.0
12729,149320,backup,158792,starbuck,11.0
12731,149376,whitelist,136207,backend,7.0
12732,149376,whitelist,136257,devkota,15.0
12733,149376,whitelist,136276,uploaded,6.0
12734,149376,whitelist,136389,2016,72.0
12735,149376,whitelist,136435,asap,7.0
12737,149376,whitelist,136821,pokhrel,13.0
12741,149376,whitelist,139472,jul 5,10.0
12742,149376,whitelist,140180,sweeney,40.0
12743,149376,whitelist,141183,ios,12.0
12744,149376,whitelist,141236,may 30,15.0
12745,149376,whitelist,142930,timeout,30.0
12747,149376,whitelist,143317,may 17,10.0
12749,149376,whitelist,144145,6th ave,25.0
12750,149376,whitelist,146927,ssl,6.0
12751,149376,whitelist,149376,whitelist,16.0
12753,149376,whitelist,150019,ftp,21.0
12754,149376,whitelist,153316,sftp,8.0
12755,149376,whitelist,153668,whitelisting,31.0
12756,149376,whitelist,156226,2017,42.0
12757,149376,whitelist,156235,cto,20.0
12758,149376,whitelist,156236,i’m,6.0
12761,149376,whitelist,156348,st cloud mn,41.0
12762,149376,whitelist,156351,rowell,67.0
12764,149376,whitelist,158334,Bryan Starbuck,14.0
12765,149376,whitelist,158792,starbuck,72.0
12769,149586,ftp server,136257,devkota,6.0
12771,149586,ftp server,136276,uploaded,24.0
12775,149586,ftp server,136388,iphone,8.0
12776,149586,ftp server,136389,2016,43.0
12778,149586,ftp server,136509,1996,17.0
12779,149586,ftp server,136520,ext,36.0
12782,149586,ftp server,136786,linux,8.0
12787,149586,ftp server,137623,oct,7.0
12790,149586,ftp server,138264,encrypted,169.0
12793,149586,ftp server,139357,june 21,16.0
12795,149586,ftp server,139809,lamichhane,6.0
12796,149586,ftp server,140180,sweeney,23.0
12797,149586,ftp server,140451,gagan,42.0
12800,149586,ftp server,141264,847,17.0
12801,149586,ftp server,141774,2nd half,7.0
12802,149586,ftp server,142604,hellosign,10.0
12805,149586,ftp server,142995,timezone,14.0
12808,149586,ftp server,143317,may 17,8.0
12810,149586,ftp server,143461,downloaded,8.0
12811,149586,ftp server,143712,june 22,25.0
12813,149586,ftp server,144145,6th ave,18.0
12814,149586,ftp server,145452,eng,13.0
12817,149586,ftp server,149586,ftp server,26.0
12818,149586,ftp server,150019,ftp,96.0
12822,149586,ftp server,153316,sftp,30.0
12824,149586,ftp server,156226,2017,136.0
12825,149586,ftp server,156235,cto,59.0
12826,149586,ftp server,156236,i’m,23.0
12827,149586,ftp server,156242,shrestha,39.0
12831,149586,ftp server,156266,1st,9.0
12835,149586,ftp server,156332,westover,13.0
12837,149586,ftp server,156346,ftp site,13.0
12838,149586,ftp server,156348,st cloud mn,31.0
12839,149586,ftp server,156351,rowell,60.0
12840,149586,ftp server,156352,paulus,10.0
12842,149586,ftp server,156422,bhishma,16.0
12843,149586,ftp server,156424,schaumburg,17.0
12844,149586,ftp server,156425,273,18.0
12845,149586,ftp server,156499,reierson,10.0
12848,149586,ftp server,156830,dec,10.0
12850,149586,ftp server,158295,fwd,9.0
12851,149586,ftp server,158334,Bryan Starbuck,23.0
12853,149586,ftp server,158792,starbuck,145.0
12857,149652,caller id,136389,2016,103.0
12859,149652,caller id,137369,350,6.0
12863,149652,caller id,140446,nov 22,15.0
12864,149652,caller id,140447,november 22,91.0
12865,149652,caller id,141183,ios,10.0
12868,149652,caller id,149151,softphone,7.0
12869,149652,caller id,149652,caller id,6.0
12872,149652,caller id,156296,incontact,30.0
12873,149652,caller id,156345,justin mcdonald,86.0
12874,149652,caller id,156351,rowell,21.0
12875,149652,caller id,156352,paulus,97.0
12877,149652,caller id,156439,dialer,92.0
12881,149652,caller id,156465,sabath,61.0
12882,149652,caller id,156466,andrew goldberg,7.0
12888,149652,caller id,158792,starbuck,31.0
12889,149935,scoreboard,136173,skype,18.0
12890,149935,scoreboard,136257,devkota,15.0
12892,149935,scoreboard,137202,clicking,10.0
12894,149935,scoreboard,141774,2nd half,20.0
12895,149935,scoreboard,142642,february 15,20.0
12896,149935,scoreboard,145452,eng,18.0
12897,149935,scoreboard,149935,scoreboard,17.0
12899,149935,scoreboard,156226,2017,60.0
12900,149935,scoreboard,156236,i’m,9.0
12902,149935,scoreboard,156249,feb,20.0
12903,149935,scoreboard,156258,repo,18.0
12904,149935,scoreboard,156352,paulus,18.0
12905,149935,scoreboard,156386,andrew weiss,36.0
12906,149935,scoreboard,156465,sabath,18.0
12908,149935,scoreboard,156499,reierson,9.0
12917,150019,ftp,136181,having,7.0
12923,150019,ftp,136257,devkota,45.0
12924,150019,ftp,136275,saroj,28.0
12925,150019,ftp,136276,uploaded,80.0
12926,150019,ftp,136297,hosted,21.0
12927,150019,ftp,136304,maharjan,16.0
12929,150019,ftp,136388,iphone,15.0
12930,150019,ftp,136389,2016,293.0
12931,150019,ftp,136435,asap,6.0
12932,150019,ftp,136509,1996,27.0
12933,150019,ftp,136520,ext,68.0
12935,150019,ftp,136566,shapiro,50.0
12936,150019,ftp,136621,discussed,8.0
12938,150019,ftp,136786,linux,15.0
12940,150019,ftp,136821,pokhrel,21.0
12941,150019,ftp,136879,pokharel,20.0
12943,150019,ftp,137098,anymore,11.0
12944,150019,ftp,137139,nov,11.0
12949,150019,ftp,137361,dnc,10.0
12951,150019,ftp,137862,may 1st,42.0
12952,150019,ftp,138138,may 18,18.0
12953,150019,ftp,138264,encrypted,320.0
12955,150019,ftp,138498,sushil,6.0
12957,150019,ftp,139346,sms,6.0
12958,150019,ftp,139357,june 21,34.0
12959,150019,ftp,139429,june 26,8.0
12960,150019,ftp,139809,lamichhane,6.0
12961,150019,ftp,140180,sweeney,126.0
12963,150019,ftp,140451,gagan,95.0
12966,150019,ftp,141183,ios,14.0
12967,150019,ftp,141264,847,27.0
12970,150019,ftp,141774,2nd half,145.0
12976,150019,ftp,143187,redmond,14.0
12977,150019,ftp,143317,may 17,82.0
12978,150019,ftp,143461,downloaded,18.0
12979,150019,ftp,143483,june 1st,83.0
12980,150019,ftp,143712,june 22,49.0
12981,150019,ftp,143784,user id,29.0
12982,150019,ftp,144145,6th ave,105.0
12983,150019,ftp,145452,eng,253.0
12984,150019,ftp,146927,ssl,42.0
12986,150019,ftp,148510,may 2nd,26.0
12987,150019,ftp,149376,whitelist,21.0
12988,150019,ftp,149586,ftp server,96.0
12989,150019,ftp,150019,ftp,104.0
12992,150019,ftp,151965,runscope,8.0
12993,150019,ftp,152591,nirajan,20.0
12994,150019,ftp,153316,sftp,93.0
12995,150019,ftp,153668,whitelisting,7.0
12996,150019,ftp,156226,2017,271.0
12998,150019,ftp,156235,cto,201.0
12999,150019,ftp,156236,i’m,81.0
13000,150019,ftp,156242,shrestha,106.0
13001,150019,ftp,156243,don’t,21.0
13002,150019,ftp,156246,aws,27.0
13003,150019,ftp,156249,feb,23.0
13005,150019,ftp,156261,postgres,19.0
13006,150019,ftp,156266,1st,68.0
13008,150019,ftp,156296,incontact,26.0
13010,150019,ftp,156328,etan,54.0
13011,150019,ftp,156332,westover,21.0
13014,150019,ftp,156346,ftp site,55.0
13015,150019,ftp,156348,st cloud mn,188.0
13016,150019,ftp,156351,rowell,246.0
13017,150019,ftp,156352,paulus,22.0
13021,150019,ftp,156422,bhishma,18.0
13022,150019,ftp,156424,schaumburg,27.0
13023,150019,ftp,156425,273,31.0
13026,150019,ftp,156475,mcdonald,19.0
13027,150019,ftp,156499,reierson,6.0
13029,150019,ftp,156607,synch,41.0
13032,150019,ftp,156730,westbrook,6.0
13037,150019,ftp,158295,fwd,19.0
13038,150019,ftp,158334,Bryan Starbuck,57.0
13040,150019,ftp,158779,encryption,10.0
13041,150019,ftp,158792,starbuck,469.0
13042,150147,sbc,136241,blog,8.0
13044,150147,sbc,150147,sbc,8.0
13045,150147,sbc,156226,2017,8.0
13046,150147,sbc,156296,incontact,36.0
13047,150147,sbc,156307,sonus,8.0
13048,150147,sbc,156309,broadsoft,8.0
13049,150147,sbc,156311,may 25th,6.0
13055,150395,comcast,136181,having,6.0
13057,150395,comcast,136275,saroj,7.0
13058,150395,comcast,136297,hosted,12.0
13060,150395,comcast,136335,2015,27.0
13061,150395,comcast,136389,2016,345.0
13063,150395,comcast,136435,asap,6.0
13064,150395,comcast,136447,preventing,6.0
13065,150395,comcast,136654,200,27.0
13069,150395,comcast,137960,answered,6.0
13070,150395,comcast,138498,sushil,6.0
13071,150395,comcast,141183,ios,13.0
13073,150395,comcast,142185,dns,108.0
13076,150395,comcast,143082,3.0,6.0
13077,150395,comcast,143187,redmond,54.0
13078,150395,comcast,145235,security,28.0
13079,150395,comcast,150395,comcast,40.0
13082,150395,comcast,156235,cto,46.0
13083,150395,comcast,156236,i’m,57.0
13084,150395,comcast,156243,don’t,19.0
13087,150395,comcast,156296,incontact,6.0
13090,150395,comcast,156351,rowell,47.0
13091,150395,comcast,156352,paulus,13.0
13096,150395,comcast,158334,Bryan Starbuck,37.0
13097,150395,comcast,158780,firewall,159.0
13098,150395,comcast,158792,starbuck,100.0
13101,150575,195,136257,devkota,10.0
13102,150575,195,136275,saroj,54.0
13103,150575,195,136304,maharjan,36.0
13105,150575,195,136416,switched,9.0
13107,150575,195,136566,shapiro,19.0
13108,150575,195,136654,200,68.0
13109,150575,195,136879,pokharel,13.0
13111,150575,195,137361,dnc,24.0
13113,150575,195,137553,april 1st,22.0
13114,150575,195,137862,may 1st,216.0
13115,150575,195,137975,183,244.0
13116,150575,195,138536,october 31,9.0
13119,150575,195,140451,gagan,16.0
13120,150575,195,141296,handoff,9.0
13123,150575,195,142874,crm,18.0
13125,150575,195,145452,eng,182.0
13126,150575,195,145742,156,388.0
13128,150575,195,150575,195,22.0
13129,150575,195,151965,runscope,14.0
13130,150575,195,152591,nirajan,13.0
13131,150575,195,156226,2017,48.0
13133,150575,195,156235,cto,15.0
13135,150575,195,156242,shrestha,18.0
13136,150575,195,156243,don’t,7.0
13137,150575,195,156296,incontact,25.0
13138,150575,195,156328,etan,20.0
13139,150575,195,156332,westover,13.0
13140,150575,195,156335,udell,9.0
13142,150575,195,156351,rowell,41.0
13143,150575,195,156352,paulus,11.0
13146,150575,195,156442,stat,6.0
13147,150575,195,156443,westy,6.0
13149,150575,195,156547,utm source,19.0
13151,150575,195,156630,referrer,9.0
13152,150575,195,158295,fwd,6.0
13153,150575,195,158334,Bryan Starbuck,10.0
13154,150575,195,158792,starbuck,53.0
13155,150689,emea,136241,blog,10.0
13160,150689,emea,150689,emea,10.0
13161,150689,emea,151348,rollback,10.0
13162,150689,emea,156226,2017,10.0
13163,150689,emea,156296,incontact,54.0
13165,150689,emea,156302,apac,10.0
13167,151256,256,136233,javascript,6.0
13170,151256,256,136520,ext,65.0
13173,151256,256,137085,sean,22.0
13176,151256,256,151256,256,16.0
13177,151256,256,156226,2017,168.0
13178,151256,256,156235,cto,10.0
13181,151256,256,156296,incontact,33.0
13184,151256,256,156352,paulus,26.0
13186,151256,256,156633,hii,11.0
13189,151256,256,158334,Bryan Starbuck,9.0
13190,151256,256,158792,starbuck,20.0
13192,151348,rollback,136241,blog,12.0
13199,151348,rollback,150689,emea,10.0
13200,151348,rollback,151348,rollback,12.0
13201,151348,rollback,156226,2017,12.0
13202,151348,rollback,156296,incontact,64.0
13204,151348,rollback,156302,apac,10.0
13207,151396,jruby,136113,ssh,10.0
13208,151396,jruby,136181,having,11.0
13209,151396,jruby,136233,javascript,6.0
13210,151396,jruby,136257,devkota,12.0
13211,151396,jruby,136275,saroj,26.0
13212,151396,jruby,136304,maharjan,19.0
13213,151396,jruby,136324,deployed,21.0
13214,151396,jruby,136389,2016,42.0
13215,151396,jruby,136786,linux,22.0
13216,151396,jruby,136821,pokhrel,8.0
13220,151396,jruby,139346,sms,16.0
13221,151396,jruby,139369,august 25,10.0
13223,151396,jruby,139609,aug 24,15.0
13224,151396,jruby,139610,august 24,10.0
13225,151396,jruby,139845,700,10.0
13226,151396,jruby,140451,gagan,22.0
13228,151396,jruby,141202,aug 25,14.0
13230,151396,jruby,143554,chmod,10.0
13231,151396,jruby,145452,eng,53.0
13232,151396,jruby,146706,twilio,16.0
13233,151396,jruby,148696,capistrano,32.0
13234,151396,jruby,151396,jruby,18.0
13235,151396,jruby,156226,2017,9.0
13237,151396,jruby,156242,shrestha,26.0
13238,151396,jruby,156243,don’t,25.0
13239,151396,jruby,156258,repo,6.0
13241,151396,jruby,156266,1st,62.0
13242,151396,jruby,156269,json,42.0
13243,151396,jruby,156475,mcdonald,7.0
13244,151396,jruby,156830,dec,44.0
13247,151396,jruby,158792,starbuck,6.0
13248,151396,jruby,158793,roshan,16.0
13250,151417,bioinformatics,136113,ssh,7.0
13251,151417,bioinformatics,136114,adding,8.0
13253,151417,bioinformatics,136165,sidekiq,6.0
13261,151417,bioinformatics,136275,saroj,25.0
13262,151417,bioinformatics,136304,maharjan,8.0
13263,151417,bioinformatics,136389,2016,63.0
13266,151417,bioinformatics,136566,shapiro,13.0
13269,151417,bioinformatics,137070,100,6.0
13275,151417,bioinformatics,138498,sushil,9.0
13296,151417,bioinformatics,146075,wiki,10.0
13298,151417,bioinformatics,151417,bioinformatics,18.0
13300,151417,bioinformatics,156226,2017,52.0
13301,151417,bioinformatics,156235,cto,38.0
13302,151417,bioinformatics,156236,i’m,12.0
13304,151417,bioinformatics,156243,don’t,29.0
13305,151417,bioinformatics,156246,aws,6.0
13308,151417,bioinformatics,156296,incontact,11.0
13310,151417,bioinformatics,156328,etan,24.0
13311,151417,bioinformatics,156345,justin mcdonald,32.0
13312,151417,bioinformatics,156351,rowell,21.0
13313,151417,bioinformatics,156352,paulus,26.0
13314,151417,bioinformatics,156375,callback,6.0
13321,151417,bioinformatics,156578,bsc,9.0
13322,151417,bioinformatics,156579,uwo,20.0
13326,151417,bioinformatics,158334,Bryan Starbuck,16.0
13328,151417,bioinformatics,158780,firewall,11.0
13329,151417,bioinformatics,158792,starbuck,91.0
13337,151965,runscope,136240,let's,8.0
13338,151965,runscope,136257,devkota,51.0
13343,151965,runscope,136324,deployed,18.0
13344,151965,runscope,136389,2016,163.0
13345,151965,runscope,136435,asap,9.0
13346,151965,runscope,136566,shapiro,19.0
13348,151965,runscope,136654,200,14.0
13349,151965,runscope,136821,pokhrel,8.0
13352,151965,runscope,137139,nov,7.0
13353,151965,runscope,137202,clicking,27.0
13356,151965,runscope,137811,i.e,6.0
13357,151965,runscope,137901,400,6.0
13362,151965,runscope,140451,gagan,38.0
13363,151965,runscope,140508,october 26,7.0
13364,151965,runscope,140699,october 19,9.0
13366,151965,runscope,141531,october 11,9.0
13367,151965,runscope,141554,ids,17.0
13368,151965,runscope,141774,2nd half,19.0
13371,151965,runscope,142871,september 30,6.0
13372,151965,runscope,142874,crm,7.0
13375,151965,runscope,143483,june 1st,25.0
13376,151965,runscope,145452,eng,137.0
13378,151965,runscope,148510,may 2nd,89.0
13380,151965,runscope,150019,ftp,8.0
13381,151965,runscope,150575,195,14.0
13382,151965,runscope,151965,runscope,42.0
13387,151965,runscope,156226,2017,37.0
13388,151965,runscope,156235,cto,11.0
13389,151965,runscope,156236,i’m,13.0
13390,151965,runscope,156242,shrestha,211.0
13391,151965,runscope,156243,don’t,26.0
13396,151965,runscope,156266,1st,78.0
13397,151965,runscope,156269,json,35.0
13398,151965,runscope,156328,etan,15.0
13402,151965,runscope,156351,rowell,18.0
13407,151965,runscope,156475,mcdonald,13.0
13408,151965,runscope,156585,nanpa,11.0
13410,151965,runscope,156830,dec,15.0
13415,151965,runscope,158334,Bryan Starbuck,18.0
13416,151965,runscope,158462,entered,6.0
13417,151965,runscope,158792,starbuck,187.0
13418,152063,aug 9,136218,feedback,7.0
13420,152063,aug 9,136389,2016,89.0
13425,152063,aug 9,140451,gagan,13.0
13427,152063,aug 9,141183,ios,11.0
13428,152063,aug 9,141388,the r,9.0
13429,152063,aug 9,144752,aug 8,7.0
13430,152063,aug 9,152063,aug 9,14.0
13431,152063,aug 9,156235,cto,12.0
13433,152063,aug 9,156242,shrestha,29.0
13434,152063,aug 9,156243,don’t,6.0
13435,152063,aug 9,156245,rds,7.0
13436,152063,aug 9,156261,postgres,33.0
13437,152063,aug 9,156269,json,14.0
13439,152063,aug 9,158262,database,41.0
13440,152063,aug 9,158334,Bryan Starbuck,10.0
13441,152063,aug 9,158792,starbuck,37.0
13442,152063,aug 9,158793,roshan,89.0
13446,152149,aug 17,136257,devkota,15.0
13449,152149,aug 17,136335,2015,24.0
13450,152149,aug 17,136352,i'd,6.0
13451,152149,aug 17,136389,2016,213.0
13453,152149,aug 17,136566,shapiro,12.0
13454,152149,aug 17,136575,3rd,12.0
13455,152149,aug 17,136821,pokhrel,6.0
13457,152149,aug 17,137519,aug 11,6.0
13458,152149,aug 17,138439,sharma,15.0
13459,152149,aug 17,138498,sushil,12.0
13460,152149,aug 17,138982,december 15,54.0
13463,152149,aug 17,141183,ios,30.0
13466,152149,aug 17,142931,nginx,6.0
13468,152149,aug 17,145235,security,9.0
13469,152149,aug 17,145452,eng,42.0
13470,152149,aug 17,152149,aug 17,25.0
13471,152149,aug 17,156175,bellevue,12.0
13473,152149,aug 17,156235,cto,26.0
13475,152149,aug 17,156242,shrestha,84.0
13476,152149,aug 17,156243,don’t,22.0
13477,152149,aug 17,156246,aws,9.0
13478,152149,aug 17,156266,1st,60.0
13479,152149,aug 17,156269,json,18.0
13480,152149,aug 17,156296,incontact,14.0
13481,152149,aug 17,156328,etan,13.0
13482,152149,aug 17,156345,justin mcdonald,51.0
13483,152149,aug 17,156351,rowell,96.0
13485,152149,aug 17,156386,andrew weiss,9.0
13487,152149,aug 17,156475,mcdonald,6.0
13488,152149,aug 17,156499,reierson,9.0
13489,152149,aug 17,156586,august 23,6.0
13490,152149,aug 17,156633,hii,9.0
13492,152149,aug 17,156830,dec,60.0
13494,152149,aug 17,158334,Bryan Starbuck,21.0
13495,152149,aug 17,158471,lte,9.0
13496,152149,aug 17,158792,starbuck,105.0
13499,152222,aug 22,136173,skype,7.0
13502,152222,aug 22,136275,saroj,47.0
13503,152222,aug 22,136304,maharjan,16.0
13504,152222,aug 22,136324,deployed,22.0
13505,152222,aug 22,136389,2016,21.0
13509,152222,aug 22,138439,sharma,11.0
13510,152222,aug 22,138498,sushil,16.0
13511,152222,aug 22,139147,san francisco ca,34.0
13513,152222,aug 22,139609,aug 24,12.0
13514,152222,aug 22,140565,248,12.0
13515,152222,aug 22,140674,535,14.0
13517,152222,aug 22,141202,aug 25,29.0
13522,152222,aug 22,142939,callbacks,25.0
13523,152222,aug 22,144992,aug 19,9.0
13524,152222,aug 22,148696,capistrano,16.0
13525,152222,aug 22,152222,aug 22,10.0
13526,152222,aug 22,156226,2017,41.0
13528,152222,aug 22,156235,cto,9.0
13530,152222,aug 22,156258,repo,31.0
13531,152222,aug 22,156328,etan,6.0
13533,152222,aug 22,156375,callback,16.0
13535,152222,aug 22,156447,bryon,46.0
13538,152222,aug 22,158262,database,9.0
13539,152222,aug 22,158334,Bryan Starbuck,6.0
13540,152222,aug 22,158792,starbuck,19.0
13541,152591,nirajan,136091,honeybadger,16.0
13544,152591,nirajan,136142,facebook,10.0
13546,152591,nirajan,136165,sidekiq,16.0
13548,152591,nirajan,136207,backend,14.0
13549,152591,nirajan,136218,feedback,28.0
13552,152591,nirajan,136257,devkota,133.0
13553,152591,nirajan,136275,saroj,251.0
13554,152591,nirajan,136304,maharjan,131.0
13555,152591,nirajan,136324,deployed,17.0
13556,152591,nirajan,136389,2016,213.0
13558,152591,nirajan,136566,shapiro,60.0
13559,152591,nirajan,136654,200,7.0
13562,152591,nirajan,136821,pokhrel,12.0
13563,152591,nirajan,136879,pokharel,248.0
13566,152591,nirajan,137098,anymore,8.0
13567,152591,nirajan,137139,nov,118.0
13568,152591,nirajan,137202,clicking,6.0
13569,152591,nirajan,137356,criteria,6.0
13570,152591,nirajan,137361,dnc,12.0
13573,152591,nirajan,137623,oct,78.0
13575,152591,nirajan,137862,may 1st,98.0
13576,152591,nirajan,137975,183,27.0
13578,152591,nirajan,138498,sushil,17.0
13581,152591,nirajan,139520,30 days,6.0
13582,152591,nirajan,139539,nov 23,19.0
13583,152591,nirajan,139809,lamichhane,10.0
13584,152591,nirajan,140451,gagan,35.0
13586,152591,nirajan,141181,functionality,8.0
13588,152591,nirajan,141296,handoff,6.0
13589,152591,nirajan,141554,ids,12.0
13590,152591,nirajan,141774,2nd half,103.0
13591,152591,nirajan,142180,postgresql,8.0
13594,152591,nirajan,142622,timestamp,9.0
13595,152591,nirajan,142642,february 15,12.0
13597,152591,nirajan,142874,crm,14.0
13602,152591,nirajan,143082,3.0,57.0
13606,152591,nirajan,143483,june 1st,185.0
13607,152591,nirajan,145452,eng,414.0
13608,152591,nirajan,145742,156,43.0
13610,152591,nirajan,148510,may 2nd,69.0
13611,152591,nirajan,150019,ftp,20.0
13612,152591,nirajan,150575,195,13.0
13614,152591,nirajan,152591,nirajan,115.0
13617,152591,nirajan,156226,2017,59.0
13618,152591,nirajan,156234,bitbucket,24.0
13619,152591,nirajan,156235,cto,67.0
13620,152591,nirajan,156236,i’m,46.0
13621,152591,nirajan,156242,shrestha,88.0
13625,152591,nirajan,156249,feb,27.0
13627,152591,nirajan,156261,postgres,10.0
13628,152591,nirajan,156266,1st,121.0
13629,152591,nirajan,156269,json,14.0
13630,152591,nirajan,156296,incontact,35.0
13631,152591,nirajan,156328,etan,59.0
13632,152591,nirajan,156332,westover,11.0
13634,152591,nirajan,156345,justin mcdonald,135.0
13635,152591,nirajan,156351,rowell,29.0
13636,152591,nirajan,156352,paulus,23.0
13638,152591,nirajan,156375,callback,6.0
13639,152591,nirajan,156422,bhishma,10.0
13641,152591,nirajan,156430,lookup,6.0
13642,152591,nirajan,156439,dialer,13.0
13646,152591,nirajan,156475,mcdonald,24.0
13647,152591,nirajan,156547,utm source,8.0
13653,152591,nirajan,158334,Bryan Starbuck,43.0
13655,152591,nirajan,158544,svc,15.0
13656,152591,nirajan,158792,starbuck,234.0
13659,152770,100000,136566,shapiro,6.0
13661,152770,100000,137070,100,6.0
13666,152770,100000,141774,2nd half,40.0
13668,152770,100000,145452,eng,31.0
13669,152770,100000,152770,100000,7.0
13672,152770,100000,156249,feb,40.0
13675,152770,100000,156351,rowell,6.0
13676,152770,100000,156475,mcdonald,12.0
13680,153316,sftp,136145,delivered,59.0
13681,153316,sftp,136181,having,7.0
13682,153316,sftp,136213,username,8.0
13686,153316,sftp,136257,devkota,28.0
13688,153316,sftp,136276,uploaded,32.0
13693,153316,sftp,136389,2016,100.0
13695,153316,sftp,136509,1996,11.0
13696,153316,sftp,136520,ext,18.0
13697,153316,sftp,136566,shapiro,38.0
13703,153316,sftp,136821,pokhrel,7.0
13704,153316,sftp,137098,anymore,7.0
13706,153316,sftp,137361,dnc,10.0
13712,153316,sftp,138264,encrypted,84.0
13714,153316,sftp,138498,sushil,6.0
13715,153316,sftp,139357,june 21,8.0
13718,153316,sftp,139809,lamichhane,6.0
13719,153316,sftp,140180,sweeney,57.0
13720,153316,sftp,140451,gagan,45.0
13721,153316,sftp,140572,july 19,6.0
13724,153316,sftp,141264,847,11.0
13725,153316,sftp,141774,2nd half,124.0
13727,153316,sftp,142604,hellosign,8.0
13728,153316,sftp,142874,crm,15.0
13730,153316,sftp,143317,may 17,13.0
13731,153316,sftp,143461,downloaded,6.0
13732,153316,sftp,143712,june 22,12.0
13733,153316,sftp,143784,user id,6.0
13734,153316,sftp,144145,6th ave,42.0
13735,153316,sftp,145452,eng,128.0
13736,153316,sftp,146927,ssl,6.0
13737,153316,sftp,149376,whitelist,8.0
13738,153316,sftp,149586,ftp server,30.0
13740,153316,sftp,150019,ftp,93.0
13742,153316,sftp,153316,sftp,97.0
13743,153316,sftp,153668,whitelisting,6.0
13745,153316,sftp,156226,2017,98.0
13746,153316,sftp,156235,cto,57.0
13747,153316,sftp,156236,i’m,34.0
13748,153316,sftp,156242,shrestha,49.0
13749,153316,sftp,156243,don’t,8.0
13751,153316,sftp,156249,feb,58.0
13754,153316,sftp,156266,1st,26.0
13756,153316,sftp,156328,etan,38.0
13759,153316,sftp,156346,ftp site,16.0
13760,153316,sftp,156348,st cloud mn,76.0
13761,153316,sftp,156351,rowell,85.0
13762,153316,sftp,156352,paulus,17.0
13764,153316,sftp,156422,bhishma,16.0
13765,153316,sftp,156424,schaumburg,11.0
13766,153316,sftp,156425,273,12.0
13767,153316,sftp,156439,dialer,10.0
13769,153316,sftp,156475,mcdonald,7.0
13770,153316,sftp,156499,reierson,9.0
13772,153316,sftp,156607,synch,6.0
13773,153316,sftp,156633,hii,9.0
13775,153316,sftp,156830,dec,26.0
13778,153316,sftp,158334,Bryan Starbuck,24.0
13781,153316,sftp,158792,starbuck,148.0
13785,153320,filtering,136257,devkota,11.0
13786,153320,filtering,136275,saroj,35.0
13788,153320,filtering,136304,maharjan,15.0
13790,153320,filtering,136566,shapiro,7.0
13793,153320,filtering,137553,april 1st,17.0
13794,153320,filtering,137862,may 1st,38.0
13800,153320,filtering,141183,ios,6.0
13808,153320,filtering,145452,eng,59.0
13810,153320,filtering,153320,filtering,8.0
13811,153320,filtering,156226,2017,22.0
13812,153320,filtering,156235,cto,6.0
13813,153320,filtering,156236,i’m,8.0
13814,153320,filtering,156242,shrestha,9.0
13816,153320,filtering,156296,incontact,7.0
13818,153320,filtering,156351,rowell,20.0
13819,153320,filtering,156352,paulus,9.0
13820,153320,filtering,156466,andrew goldberg,18.0
13826,153320,filtering,157629,april 2nd,10.0
13829,153320,filtering,158792,starbuck,19.0
13831,153668,whitelisting,136207,backend,12.0
13832,153668,whitelisting,136257,devkota,15.0
13833,153668,whitelisting,136389,2016,40.0
13834,153668,whitelisting,136435,asap,10.0
13836,153668,whitelisting,136821,pokhrel,28.0
13838,153668,whitelisting,137139,nov,6.0
13843,153668,whitelisting,139472,jul 5,9.0
13844,153668,whitelisting,140180,sweeney,28.0
13846,153668,whitelisting,141183,ios,8.0
13847,153668,whitelisting,141236,may 30,12.0
13848,153668,whitelisting,141774,2nd half,6.0
13851,153668,whitelisting,142930,timeout,24.0
13853,153668,whitelisting,144145,6th ave,15.0
13854,153668,whitelisting,145452,eng,23.0
13855,153668,whitelisting,149376,whitelist,31.0
13857,153668,whitelisting,150019,ftp,7.0
13859,153668,whitelisting,153316,sftp,6.0
13860,153668,whitelisting,153668,whitelisting,21.0
13861,153668,whitelisting,156226,2017,64.0
