,ID1,Topic1,ID2,Topic2,Count
6925,138498,sushil,150019,ftp,6.0
6926,138498,sushil,150395,comcast,6.0
6927,138498,sushil,151417,bioinformatics,9.0
6929,138498,sushil,152149,aug 17,12.0
6930,138498,sushil,152222,aug 22,16.0
6931,138498,sushil,152591,nirajan,17.0
6932,138498,sushil,153316,sftp,6.0
6936,138498,sushil,156175,bellevue,10.0
6937,138498,sushil,156226,2017,20.0
6938,138498,sushil,156234,bitbucket,7.0
6939,138498,sushil,156235,cto,98.0
6941,138498,sushil,156242,shrestha,70.0
6942,138498,sushil,156243,don’t,80.0
6943,138498,sushil,156246,aws,13.0
6944,138498,sushil,156249,feb,116.0
6945,138498,sushil,156250,startup,10.0
6946,138498,sushil,156258,repo,75.0
6947,138498,sushil,156261,postgres,9.0
6948,138498,sushil,156266,1st,96.0
6949,138498,sushil,156269,json,17.0
6950,138498,sushil,156296,incontact,66.0
6951,138498,sushil,156301,ddos attack,21.0
6952,138498,sushil,156328,etan,62.0
6954,138498,sushil,156345,justin mcdonald,42.0
6955,138498,sushil,156351,rowell,54.0
6956,138498,sushil,156352,paulus,16.0
6963,138498,sushil,156475,mcdonald,18.0
6964,138498,sushil,156499,reierson,14.0
6970,138498,sushil,156579,uwo,9.0
6971,138498,sushil,156607,synch,29.0
6972,138498,sushil,156622,dob,9.0
6974,138498,sushil,156633,hii,8.0
6975,138498,sushil,156640,september 13,10.0
6977,138498,sushil,157344,newrelic,15.0
6978,138498,sushil,158262,database,27.0
6980,138498,sushil,158334,Bryan Starbuck,67.0
6983,138498,sushil,158780,firewall,45.0
6984,138498,sushil,158792,starbuck,296.0
6985,138498,sushil,158793,roshan,49.0
6997,138527,1pm,136394,we'd,6.0
7003,138527,1pm,138527,1pm,10.0
7009,138527,1pm,141774,2nd half,16.0
7014,138527,1pm,145452,eng,14.0
7016,138527,1pm,156226,2017,23.0
7017,138527,1pm,156235,cto,7.0
7022,138527,1pm,156296,incontact,8.0
7026,138527,1pm,156352,paulus,7.0
7033,138527,1pm,158792,starbuck,13.0
7042,138536,october 31,136275,saroj,8.0
7044,138536,october 31,136389,2016,20.0
7053,138536,october 31,137361,dnc,33.0
7056,138536,october 31,138536,october 31,9.0
7058,138536,october 31,139809,lamichhane,7.0
7069,138536,october 31,150575,195,9.0
7072,138536,october 31,156226,2017,41.0
7073,138536,october 31,156235,cto,16.0
7074,138536,october 31,156236,i’m,6.0
7076,138536,october 31,156243,don’t,6.0
7078,138536,october 31,156296,incontact,35.0
7079,138536,october 31,156328,etan,9.0
7080,138536,october 31,156332,westover,17.0
7082,138536,october 31,156351,rowell,28.0
7083,138536,october 31,156352,paulus,21.0
7084,138536,october 31,156422,bhishma,7.0
7087,138536,october 31,156442,stat,9.0
7088,138536,october 31,156443,westy,7.0
7095,138536,october 31,158295,fwd,8.0
7096,138536,october 31,158334,Bryan Starbuck,8.0
7097,138536,october 31,158792,starbuck,42.0
7100,138617,303,136218,feedback,10.0
7104,138617,303,136389,2016,188.0
7105,138617,303,136394,we'd,10.0
7107,138617,303,137369,350,10.0
7110,138617,303,138617,303,12.0
7111,138617,303,140374,goldberg,10.0
7112,138617,303,140446,nov 22,30.0
7113,138617,303,140447,november 22,167.0
7114,138617,303,141183,ios,20.0
7115,138617,303,145452,eng,13.0
7118,138617,303,149151,softphone,8.0
7123,138617,303,156235,cto,10.0
7124,138617,303,156266,1st,18.0
7125,138617,303,156296,incontact,60.0
7126,138617,303,156345,justin mcdonald,155.0
7127,138617,303,156351,rowell,41.0
7128,138617,303,156352,paulus,178.0
7129,138617,303,156439,dialer,168.0
7130,138617,303,156462,954,8.0
7131,138617,303,156463,867,8.0
7132,138617,303,156464,6800,8.0
7133,138617,303,156465,sabath,107.0
7134,138617,303,156466,andrew goldberg,12.0
7135,138617,303,156467,jason edwards,10.0
7136,138617,303,156468,kicked out,10.0
7137,138617,303,156475,mcdonald,10.0
7139,138617,303,158334,Bryan Starbuck,10.0
7140,138617,303,158792,starbuck,61.0
7159,138672,10 minutes,137553,april 1st,12.0
7162,138672,10 minutes,138672,10 minutes,8.0
7165,138672,10 minutes,140451,gagan,10.0
7173,138672,10 minutes,143147,jira,6.0
7175,138672,10 minutes,145452,eng,7.0
7182,138672,10 minutes,156226,2017,19.0
7183,138672,10 minutes,156235,cto,8.0
7189,138672,10 minutes,156296,incontact,9.0
7194,138672,10 minutes,156352,paulus,6.0
7197,138672,10 minutes,156622,dob,8.0
7201,138672,10 minutes,158792,starbuck,16.0
7203,138900,14th,136142,facebook,6.0
7204,138900,14th,136218,feedback,6.0
7205,138900,14th,136226,linkedin,6.0
7206,138900,14th,136241,blog,9.0
7209,138900,14th,136354,unsubscribe,12.0
7212,138900,14th,137098,anymore,6.0
7214,138900,14th,138900,14th,6.0
7215,138900,14th,139543,san francisco,8.0
7216,138900,14th,140674,535,6.0
7220,138900,14th,156226,2017,12.0
7223,138982,december 15,136257,devkota,30.0
7224,138982,december 15,136335,2015,36.0
7225,138982,december 15,136389,2016,240.0
7226,138982,december 15,136575,3rd,18.0
7227,138982,december 15,138439,sharma,30.0
7228,138982,december 15,138498,sushil,27.0
7229,138982,december 15,138982,december 15,30.0
7231,138982,december 15,141183,ios,80.0
7232,138982,december 15,142931,nginx,12.0
7234,138982,december 15,145235,security,23.0
7235,138982,december 15,152149,aug 17,54.0
7236,138982,december 15,156175,bellevue,18.0
7238,138982,december 15,156235,cto,18.0
7239,138982,december 15,156243,don’t,29.0
7240,138982,december 15,156246,aws,23.0
7242,138982,december 15,156296,incontact,29.0
7243,138982,december 15,156345,justin mcdonald,126.0
7244,138982,december 15,156351,rowell,166.0
7245,138982,december 15,156386,andrew weiss,29.0
7246,138982,december 15,156499,reierson,29.0
7247,138982,december 15,156633,hii,29.0
7248,138982,december 15,158334,Bryan Starbuck,29.0
7249,138982,december 15,158471,lte,29.0
7250,138982,december 15,158792,starbuck,104.0
7251,139147,san francisco ca,136091,honeybadger,34.0
7252,139147,san francisco ca,136119,fyi,35.0
7253,139147,san francisco ca,136173,skype,76.0
7254,139147,san francisco ca,136181,having,8.0
7255,139147,san francisco ca,136228,config,29.0
7257,139147,san francisco ca,136257,devkota,10.0
7258,139147,san francisco ca,136275,saroj,538.0
7260,139147,san francisco ca,136304,maharjan,193.0
7263,139147,san francisco ca,136654,200,13.0
7264,139147,san francisco ca,136989,webinar,15.0
7269,139147,san francisco ca,139147,san francisco ca,53.0
7270,139147,san francisco ca,139369,august 25,43.0
7271,139147,san francisco ca,139609,aug 24,102.0
7272,139147,san francisco ca,140451,gagan,6.0
7273,139147,san francisco ca,140565,248,133.0
7274,139147,san francisco ca,140674,535,157.0
7276,139147,san francisco ca,141202,aug 25,332.0
7277,139147,san francisco ca,142604,hellosign,10.0
7278,139147,san francisco ca,142622,timestamp,34.0
7279,139147,san francisco ca,142939,callbacks,249.0
7282,139147,san francisco ca,143317,may 17,7.0
7283,139147,san francisco ca,143565,may 10,7.0
7285,139147,san francisco ca,152222,aug 22,34.0
7286,139147,san francisco ca,156226,2017,438.0
7288,139147,san francisco ca,156236,i’m,12.0
7290,139147,san francisco ca,156243,don’t,8.0
7292,139147,san francisco ca,156269,json,28.0
7294,139147,san francisco ca,156345,justin mcdonald,9.0
7295,139147,san francisco ca,156351,rowell,27.0
7296,139147,san francisco ca,156352,paulus,11.0
7297,139147,san francisco ca,156375,callback,182.0
7298,139147,san francisco ca,156429,messed up,7.0
7299,139147,san francisco ca,156430,lookup,30.0
7300,139147,san francisco ca,156447,bryon,510.0
7301,139147,san francisco ca,156448,the callback,53.0
7303,139147,san francisco ca,156833,ssn,35.0
7304,139147,san francisco ca,158334,Bryan Starbuck,12.0
7305,139147,san francisco ca,158792,starbuck,22.0
7310,139346,sms,136226,linkedin,10.0
7312,139346,sms,136257,devkota,30.0
7313,139346,sms,136275,saroj,20.0
7314,139346,sms,136276,uploaded,19.0
7315,139346,sms,136304,maharjan,16.0
7317,139346,sms,136435,asap,12.0
7318,139346,sms,136566,shapiro,64.0
7320,139346,sms,136821,pokhrel,17.0
7321,139346,sms,136879,pokharel,6.0
7323,139346,sms,137139,nov,8.0
7329,139346,sms,139346,sms,32.0
7331,139346,sms,140451,gagan,31.0
7334,139346,sms,141774,2nd half,56.0
7336,139346,sms,142604,hellosign,16.0
7338,139346,sms,142874,crm,9.0
7339,139346,sms,142976,dropdown,6.0
7340,139346,sms,143483,june 1st,142.0
7341,139346,sms,145452,eng,158.0
7342,139346,sms,146706,twilio,23.0
7343,139346,sms,148510,may 2nd,28.0
7344,139346,sms,150019,ftp,6.0
7345,139346,sms,151396,jruby,16.0
7351,139346,sms,156226,2017,15.0
7353,139346,sms,156242,shrestha,53.0
7355,139346,sms,156249,feb,68.0
7356,139346,sms,156266,1st,93.0
7359,139346,sms,156328,etan,56.0
7360,139346,sms,156332,westover,9.0
7361,139346,sms,156351,rowell,14.0
7362,139346,sms,156352,paulus,7.0
7367,139346,sms,156475,mcdonald,23.0
7369,139346,sms,156830,dec,44.0
7371,139346,sms,158462,entered,10.0
7372,139346,sms,158792,starbuck,22.0
7375,139357,june 21,136276,uploaded,8.0
7377,139357,june 21,136389,2016,15.0
7379,139357,june 21,136520,ext,18.0
7380,139357,june 21,136526,p.m,7.0
7381,139357,june 21,136566,shapiro,13.0
7384,139357,june 21,137253,a.m,7.0
7385,139357,june 21,138264,encrypted,84.0
7386,139357,june 21,139357,june 21,12.0
7389,139357,june 21,140451,gagan,18.0
7391,139357,june 21,142378,cst,7.0
7393,139357,june 21,143712,june 22,16.0
7394,139357,june 21,149586,ftp server,16.0
7395,139357,june 21,150019,ftp,34.0
7397,139357,june 21,153316,sftp,8.0
7398,139357,june 21,156226,2017,61.0
7399,139357,june 21,156235,cto,20.0
7400,139357,june 21,156236,i’m,9.0
7401,139357,june 21,156242,shrestha,18.0
7402,139357,june 21,156328,etan,14.0
7404,139357,june 21,156345,justin mcdonald,6.0
7406,139357,june 21,156351,rowell,9.0
7407,139357,june 21,156352,paulus,7.0
7414,139357,june 21,156730,westbrook,23.0
7416,139357,june 21,158334,Bryan Starbuck,9.0
7419,139357,june 21,158792,starbuck,54.0
7424,139369,august 25,136173,skype,10.0
7427,139369,august 25,136275,saroj,62.0
7428,139369,august 25,136304,maharjan,22.0
7429,139369,august 25,136324,deployed,10.0
7430,139369,august 25,136389,2016,26.0
7432,139369,august 25,136786,linux,12.0
7433,139369,august 25,139147,san francisco ca,43.0
7434,139369,august 25,139369,august 25,9.0
7435,139369,august 25,139609,aug 24,12.0
7438,139369,august 25,140451,gagan,14.0
7439,139369,august 25,140565,248,14.0
7440,139369,august 25,140674,535,17.0
7442,139369,august 25,141202,aug 25,53.0
7444,139369,august 25,142939,callbacks,31.0
7447,139369,august 25,148696,capistrano,18.0
7448,139369,august 25,151396,jruby,10.0
7450,139369,august 25,156226,2017,42.0
7452,139369,august 25,156242,shrestha,16.0
7453,139369,august 25,156243,don’t,12.0
7455,139369,august 25,156269,json,22.0
7456,139369,august 25,156375,callback,24.0
7458,139369,august 25,156447,bryon,56.0
7459,139369,august 25,156448,the callback,7.0
7462,139369,august 25,158792,starbuck,6.0
7463,139369,august 25,158793,roshan,11.0
7470,139372,aug,136389,2016,9.0
7472,139372,aug,136821,pokhrel,17.0
7476,139372,aug,139372,aug,11.0
7500,139372,aug,156296,incontact,8.0
7506,139372,aug,158792,starbuck,16.0
7507,139372,aug,158793,roshan,9.0
7508,139429,june 26,136275,saroj,53.0
7510,139429,june 26,136304,maharjan,26.0
7512,139429,june 26,136506,networking,15.0
7516,139429,june 26,138264,encrypted,22.0
7518,139429,june 26,139429,june 26,22.0
7521,139429,june 26,141554,ids,6.0
7522,139429,june 26,142185,dns,15.0
7526,139429,june 26,150019,ftp,8.0
7528,139429,june 26,156226,2017,107.0
7529,139429,june 26,156235,cto,19.0
7532,139429,june 26,156243,don’t,12.0
7533,139429,june 26,156296,incontact,32.0
7534,139429,june 26,156332,westover,19.0
7536,139429,june 26,156351,rowell,25.0
7537,139429,june 26,156352,paulus,35.0
7538,139429,june 26,156386,andrew weiss,43.0
7542,139429,june 26,158334,Bryan Starbuck,22.0
7544,139429,june 26,158780,firewall,29.0
7545,139429,june 26,158792,starbuck,85.0
7547,139472,jul 5,136821,pokhrel,18.0
7548,139472,jul 5,139472,jul 5,12.0
7549,139472,jul 5,140451,gagan,8.0
7550,139472,jul 5,149376,whitelist,10.0
7551,139472,jul 5,153668,whitelisting,9.0
7552,139472,jul 5,156226,2017,45.0
7556,139472,jul 5,158334,Bryan Starbuck,9.0
7557,139472,jul 5,158792,starbuck,17.0
7566,139474,september 15,136324,deployed,18.0
7569,139474,september 15,136389,2016,69.0
7572,139474,september 15,136566,shapiro,7.0
7578,139474,september 15,139474,september 15,10.0
7585,139474,september 15,156226,2017,10.0
7586,139474,september 15,156235,cto,20.0
7588,139474,september 15,156242,shrestha,32.0
7590,139474,september 15,156269,json,6.0
7591,139474,september 15,156296,incontact,6.0
7592,139474,september 15,156328,etan,13.0
7593,139474,september 15,156351,rowell,13.0
7594,139474,september 15,156352,paulus,7.0
7603,139474,september 15,158334,Bryan Starbuck,9.0
7604,139474,september 15,158792,starbuck,46.0
7607,139520,30 days,136257,devkota,10.0
7610,139520,30 days,136566,shapiro,43.0
7612,139520,30 days,136879,pokharel,6.0
7613,139520,30 days,137139,nov,13.0
7615,139520,30 days,137862,may 1st,57.0
7619,139520,30 days,139520,30 days,15.0
7622,139520,30 days,141774,2nd half,38.0
7629,139520,30 days,142874,crm,20.0
7632,139520,30 days,145452,eng,84.0
7633,139520,30 days,152591,nirajan,6.0
7635,139520,30 days,156226,2017,20.0
7636,139520,30 days,156236,i’m,9.0
7637,139520,30 days,156242,shrestha,7.0
7639,139520,30 days,156249,feb,36.0
7640,139520,30 days,156266,1st,13.0
7641,139520,30 days,156296,incontact,6.0
7642,139520,30 days,156328,etan,35.0
7643,139520,30 days,156332,westover,10.0
7644,139520,30 days,156345,justin mcdonald,26.0
7649,139520,30 days,156499,reierson,18.0
7652,139520,30 days,156700,o'hair,6.0
7655,139520,30 days,158792,starbuck,17.0
7661,139539,nov 23,136257,devkota,10.0
7662,139539,nov 23,136275,saroj,30.0
7663,139539,nov 23,136304,maharjan,15.0
7665,139539,nov 23,136389,2016,43.0
7669,139539,nov 23,136879,pokharel,13.0
7671,139539,nov 23,139539,nov 23,9.0
7675,139539,nov 23,143082,3.0,9.0
7676,139539,nov 23,152591,nirajan,19.0
7678,139539,nov 23,156235,cto,12.0
7683,139539,nov 23,156345,justin mcdonald,13.0
7688,139539,nov 23,156442,stat,7.0
7692,139539,nov 23,158334,Bryan Starbuck,9.0
7693,139539,nov 23,158792,starbuck,38.0
7694,139543,san francisco,136142,facebook,8.0
7695,139543,san francisco,136218,feedback,8.0
7696,139543,san francisco,136226,linkedin,8.0
7697,139543,san francisco,136241,blog,11.0
7700,139543,san francisco,136354,unsubscribe,18.0
7703,139543,san francisco,137098,anymore,8.0
7705,139543,san francisco,138900,14th,8.0
7706,139543,san francisco,139543,san francisco,11.0
7707,139543,san francisco,140674,535,8.0
7712,139543,san francisco,156226,2017,20.0
7714,139609,aug 24,136091,honeybadger,12.0
7716,139609,aug 24,136119,fyi,12.0
7717,139609,aug 24,136173,skype,21.0
7718,139609,aug 24,136233,javascript,10.0
7720,139609,aug 24,136275,saroj,151.0
7721,139609,aug 24,136304,maharjan,53.0
7722,139609,aug 24,136389,2016,62.0
7726,139609,aug 24,139147,san francisco ca,102.0
7727,139609,aug 24,139369,august 25,12.0
7729,139609,aug 24,139609,aug 24,28.0
7730,139609,aug 24,139610,august 24,21.0
7731,139609,aug 24,140565,248,36.0
7732,139609,aug 24,140674,535,42.0
7733,139609,aug 24,141202,aug 25,87.0
7735,139609,aug 24,142622,timestamp,12.0
7736,139609,aug 24,142939,callbacks,75.0
7737,139609,aug 24,151396,jruby,15.0
7739,139609,aug 24,152222,aug 22,12.0
7740,139609,aug 24,156226,2017,111.0
7741,139609,aug 24,156234,bitbucket,10.0
7742,139609,aug 24,156236,i’m,10.0
7743,139609,aug 24,156242,shrestha,30.0
7744,139609,aug 24,156243,don’t,10.0
7746,139609,aug 24,156258,repo,10.0
7749,139609,aug 24,156375,callback,48.0
7750,139609,aug 24,156430,lookup,9.0
7751,139609,aug 24,156447,bryon,138.0
7752,139609,aug 24,156448,the callback,15.0
7755,139609,aug 24,156585,nanpa,15.0
7756,139609,aug 24,156586,august 23,10.0
7757,139609,aug 24,158793,roshan,60.0
7759,139610,august 24,136113,ssh,10.0
7762,139610,august 24,136324,deployed,10.0
7763,139610,august 24,136389,2016,50.0
7765,139610,august 24,136786,linux,11.0
7768,139610,august 24,139609,aug 24,21.0
7769,139610,august 24,139610,august 24,14.0
7771,139610,august 24,140451,gagan,16.0
7773,139610,august 24,141202,aug 25,8.0
7778,139610,august 24,148696,capistrano,16.0
7779,139610,august 24,151396,jruby,10.0
7784,139610,august 24,156236,i’m,7.0
7785,139610,august 24,156242,shrestha,27.0
7786,139610,august 24,156243,don’t,13.0
7789,139610,august 24,156269,json,23.0
7793,139610,august 24,156585,nanpa,6.0
7799,139610,august 24,158793,roshan,32.0
7801,139786,jul 27,136181,having,6.0
7802,139786,jul 27,136218,feedback,6.0
7803,139786,jul 27,136389,2016,48.0
7804,139786,jul 27,136566,shapiro,7.0
7805,139786,jul 27,138336,jul 28,12.0
7806,139786,jul 27,138498,sushil,23.0
7807,139786,jul 27,139786,jul 27,11.0
7808,139786,jul 27,140451,gagan,16.0
7809,139786,jul 27,142180,postgresql,7.0
7810,139786,jul 27,143414,invision,12.0
7811,139786,jul 27,144195,july 28,9.0
7812,139786,jul 27,146132,july 27,10.0
7813,139786,jul 27,156235,cto,14.0
7815,139786,jul 27,156242,shrestha,32.0
7816,139786,jul 27,156243,don’t,7.0
7817,139786,jul 27,156261,postgres,7.0
7818,139786,jul 27,156269,json,7.0
7819,139786,jul 27,156296,incontact,43.0
7820,139786,jul 27,156328,etan,13.0
7826,139786,jul 27,156607,synch,23.0
7827,139786,jul 27,158334,Bryan Starbuck,10.0
7828,139786,jul 27,158792,starbuck,41.0
7829,139786,jul 27,158793,roshan,39.0
7836,139809,lamichhane,136201,usa,6.0
7838,139809,lamichhane,136257,devkota,20.0
7840,139809,lamichhane,136276,uploaded,10.0
7845,139809,lamichhane,136566,shapiro,15.0
7846,139809,lamichhane,136821,pokhrel,6.0
7847,139809,lamichhane,136879,pokharel,10.0
7849,139809,lamichhane,137361,dnc,21.0
7851,139809,lamichhane,137553,april 1st,30.0
7852,139809,lamichhane,137623,oct,28.0
7855,139809,lamichhane,138536,october 31,7.0
7857,139809,lamichhane,139809,lamichhane,35.0
7858,139809,lamichhane,140451,gagan,6.0
7859,139809,lamichhane,140624,google docs,6.0
7864,139809,lamichhane,141774,2nd half,10.0
7866,139809,lamichhane,142604,hellosign,6.0
7868,139809,lamichhane,142995,timezone,48.0
7869,139809,lamichhane,142999,google sheets,6.0
7870,139809,lamichhane,143483,june 1st,31.0
7871,139809,lamichhane,145452,eng,79.0
7872,139809,lamichhane,148510,may 2nd,31.0
7873,139809,lamichhane,149586,ftp server,6.0
7874,139809,lamichhane,150019,ftp,6.0
7877,139809,lamichhane,152591,nirajan,10.0
7878,139809,lamichhane,153316,sftp,6.0
7879,139809,lamichhane,156226,2017,75.0
7880,139809,lamichhane,156230,google inc,6.0
7881,139809,lamichhane,156231,1600,6.0
7882,139809,lamichhane,156235,cto,14.0
7884,139809,lamichhane,156242,shrestha,16.0
7886,139809,lamichhane,156266,1st,24.0
7887,139809,lamichhane,156296,incontact,28.0
7888,139809,lamichhane,156328,etan,11.0
7889,139809,lamichhane,156332,westover,22.0
7891,139809,lamichhane,156351,rowell,16.0
7892,139809,lamichhane,156352,paulus,7.0
7893,139809,lamichhane,156422,bhishma,56.0
7898,139809,lamichhane,156442,stat,9.0
7907,139809,lamichhane,158334,Bryan Starbuck,13.0
7909,139809,lamichhane,158792,starbuck,44.0
7915,139845,700,136324,deployed,10.0
7916,139845,700,136389,2016,26.0
7917,139845,700,136786,linux,11.0
7921,139845,700,139845,700,7.0
7922,139845,700,140451,gagan,11.0
7924,139845,700,141202,aug 25,7.0
7926,139845,700,143554,chmod,7.0
7927,139845,700,148696,capistrano,16.0
7928,139845,700,151396,jruby,10.0
7931,139845,700,156242,shrestha,13.0
7932,139845,700,156243,don’t,11.0
7935,139845,700,156269,json,21.0
7940,139845,700,158793,roshan,8.0
7944,139929,ltd,139929,ltd,7.0
7951,140138,11am,136086,ror,12.0
7952,140138,11am,136162,css,6.0
7953,140138,11am,136180,startups,7.0
7954,140138,11am,136233,javascript,6.0
7957,140138,11am,136388,iphone,10.0
7958,140138,11am,137060,html,6.0
7962,140138,11am,137533,recruiting,8.0
7964,140138,11am,140138,11am,7.0
7968,140138,11am,142180,postgresql,6.0
7969,140138,11am,143028,mysql,6.0
7973,140138,11am,156226,2017,35.0
7974,140138,11am,156235,cto,17.0
7977,140138,11am,156257,webapp,9.0
7981,140138,11am,158334,Bryan Starbuck,7.0
7982,140138,11am,158792,starbuck,35.0
7983,140143,10am,136086,ror,12.0
7984,140143,10am,136162,css,6.0
7986,140143,10am,136233,javascript,6.0
7989,140143,10am,136388,iphone,10.0
7990,140143,10am,136566,shapiro,6.0
7991,140143,10am,137060,html,6.0
7997,140143,10am,140143,10am,6.0
7999,140143,10am,142180,postgresql,6.0
8001,140143,10am,143028,mysql,6.0
8006,140143,10am,156226,2017,33.0
8007,140143,10am,156235,cto,16.0
8008,140143,10am,156236,i’m,7.0
8011,140143,10am,156257,webapp,9.0
8012,140143,10am,156328,etan,10.0
8020,140143,10am,158792,starbuck,31.0
8021,140180,sweeney,136114,adding,6.0
8023,140180,sweeney,136145,delivered,6.0
8026,140180,sweeney,136257,devkota,9.0
8027,140180,sweeney,136276,uploaded,27.0
8028,140180,sweeney,136389,2016,379.0
8030,140180,sweeney,136621,discussed,11.0
8031,140180,sweeney,137098,anymore,16.0
8032,140180,sweeney,138138,may 18,9.0
8033,140180,sweeney,138439,sharma,9.0
8034,140180,sweeney,140180,sweeney,41.0
8035,140180,sweeney,141183,ios,15.0
8036,140180,sweeney,141236,may 30,9.0
8037,140180,sweeney,142930,timeout,18.0
8038,140180,sweeney,143187,redmond,9.0
8039,140180,sweeney,143317,may 17,45.0
8040,140180,sweeney,143784,user id,18.0
8041,140180,sweeney,144145,6th ave,160.0
8042,140180,sweeney,146927,ssl,27.0
8043,140180,sweeney,149376,whitelist,40.0
8044,140180,sweeney,149586,ftp server,23.0
8045,140180,sweeney,150019,ftp,126.0
8046,140180,sweeney,153316,sftp,57.0
8047,140180,sweeney,153668,whitelisting,28.0
8048,140180,sweeney,156226,2017,29.0
8049,140180,sweeney,156235,cto,110.0
8050,140180,sweeney,156236,i’m,41.0
8051,140180,sweeney,156243,don’t,12.0
8052,140180,sweeney,156266,1st,6.0
8054,140180,sweeney,156345,justin mcdonald,7.0
8055,140180,sweeney,156346,ftp site,36.0
8056,140180,sweeney,156348,st cloud mn,281.0
8057,140180,sweeney,156351,rowell,241.0
8058,140180,sweeney,156352,paulus,42.0
8059,140180,sweeney,156622,dob,8.0
8060,140180,sweeney,156833,ssn,24.0
8061,140180,sweeney,158262,database,8.0
8062,140180,sweeney,158334,Bryan Starbuck,30.0
8063,140180,sweeney,158792,starbuck,257.0
8071,140342,berman,140342,berman,7.0
8077,140342,berman,156226,2017,6.0
8086,140342,berman,156466,andrew goldberg,10.0
8091,140342,berman,158334,Bryan Starbuck,6.0
8092,140342,berman,158792,starbuck,8.0
8095,140374,goldberg,136218,feedback,17.0
8098,140374,goldberg,136275,saroj,15.0
8099,140374,goldberg,136304,maharjan,6.0
8100,140374,goldberg,136389,2016,253.0
8101,140374,goldberg,136394,we'd,17.0
8102,140374,goldberg,137369,350,10.0
8105,140374,goldberg,138617,303,10.0
8106,140374,goldberg,140374,goldberg,18.0
8107,140374,goldberg,140446,nov 22,51.0
8108,140374,goldberg,140447,november 22,218.0
8110,140374,goldberg,141183,ios,37.0
8112,140374,goldberg,149151,softphone,8.0
8115,140374,goldberg,156226,2017,11.0
8116,140374,goldberg,156235,cto,20.0
8120,140374,goldberg,156296,incontact,82.0
8121,140374,goldberg,156345,justin mcdonald,197.0
8122,140374,goldberg,156351,rowell,57.0
8123,140374,goldberg,156352,paulus,238.0
8124,140374,goldberg,156439,dialer,219.0
8125,140374,goldberg,156462,954,8.0
8126,140374,goldberg,156463,867,8.0
8127,140374,goldberg,156464,6800,8.0
8128,140374,goldberg,156465,sabath,135.0
8129,140374,goldberg,156466,andrew goldberg,26.0
8130,140374,goldberg,156467,jason edwards,17.0
8131,140374,goldberg,156468,kicked out,17.0
8135,140374,goldberg,158334,Bryan Starbuck,18.0
8136,140374,goldberg,158792,starbuck,92.0
8138,140446,nov 22,136218,feedback,51.0
8140,140446,nov 22,136270,520,12.0
8141,140446,nov 22,136389,2016,764.0
8142,140446,nov 22,136394,we'd,51.0
8143,140446,nov 22,137369,350,30.0
8144,140446,nov 22,137901,400,12.0
8145,140446,nov 22,138617,303,30.0
8146,140446,nov 22,140374,goldberg,51.0
8147,140446,nov 22,140446,nov 22,52.0
8148,140446,nov 22,140447,november 22,654.0
8149,140446,nov 22,141183,ios,102.0
8151,140446,nov 22,149151,softphone,24.0
8152,140446,nov 22,149652,caller id,15.0
8153,140446,nov 22,156235,cto,52.0
8155,140446,nov 22,156296,incontact,238.0
8156,140446,nov 22,156345,justin mcdonald,591.0
8157,140446,nov 22,156351,rowell,150.0
8158,140446,nov 22,156352,paulus,708.0
8160,140446,nov 22,156439,dialer,657.0
8161,140446,nov 22,156462,954,24.0
8162,140446,nov 22,156463,867,24.0
8163,140446,nov 22,156464,6800,24.0
8164,140446,nov 22,156465,sabath,405.0
8165,140446,nov 22,156466,andrew goldberg,51.0
8166,140446,nov 22,156467,jason edwards,51.0
8167,140446,nov 22,156468,kicked out,51.0
8168,140446,nov 22,156475,mcdonald,15.0
8169,140446,nov 22,158334,Bryan Starbuck,52.0
8170,140446,nov 22,158792,starbuck,256.0
8171,140447,november 22,136181,having,16.0
8172,140447,november 22,136218,feedback,218.0
8173,140447,november 22,136270,520,74.0
8174,140447,november 22,136389,2016,3710.0
8175,140447,november 22,136394,we'd,218.0
8177,140447,november 22,137369,350,167.0
8178,140447,november 22,137901,400,74.0
8179,140447,november 22,138617,303,167.0
8181,140447,november 22,140374,goldberg,218.0
8182,140447,november 22,140446,nov 22,654.0
8183,140447,november 22,140447,november 22,221.0
8184,140447,november 22,141183,ios,436.0
8185,140447,november 22,149151,softphone,151.0
8186,140447,november 22,149652,caller id,91.0
8187,140447,november 22,156235,cto,221.0
8190,140447,november 22,156296,incontact,1175.0
8191,140447,november 22,156345,justin mcdonald,2979.0
8192,140447,november 22,156351,rowell,770.0
8193,140447,november 22,156352,paulus,3486.0
8194,140447,november 22,156439,dialer,3268.0
8196,140447,november 22,156462,954,138.0
8197,140447,november 22,156463,867,138.0
8198,140447,november 22,156464,6800,138.0
8199,140447,november 22,156465,sabath,2062.0
8200,140447,november 22,156466,andrew goldberg,249.0
8201,140447,november 22,156467,jason edwards,218.0
8202,140447,november 22,156468,kicked out,218.0
8203,140447,november 22,156475,mcdonald,71.0
8204,140447,november 22,158334,Bryan Starbuck,221.0
8205,140447,november 22,158792,starbuck,1214.0
8206,140451,gagan,136086,ror,11.0
8208,140451,gagan,136113,ssh,12.0
8209,140451,gagan,136114,adding,19.0
8214,140451,gagan,136173,skype,8.0
8215,140451,gagan,136181,having,50.0
8217,140451,gagan,136213,username,15.0
8218,140451,gagan,136217,endpoint,8.0
8219,140451,gagan,136218,feedback,8.0
8222,140451,gagan,136240,let's,8.0
